respondent_id,Q1_age_group,Q2_city_tier,Q3_residence_type,Q4_num_dogs,Q5_dog_type,Q6_ownership_duration,Q7_monthly_spend_inr,Q7_spend_range,Q8_top_spend_category,Q9_online_purchase_freq,Q10_challenges,Q11_vet_discovery,Q12_lost_dog_experience,Q13_pet_space_satisfaction,Q14_preferred_features,Q15_app_usage,Q16_purchase_platform,Q17_location_sharing,Q18_subscription_pref,Q19_adoption_interest,Q20_community_importance,Q21_social_media_dogs,Q22_reviews_importance,Q23_vax_tracking,Q24_emergency_vet_freq,Q25_app_adoption
R0073,Under 18,Metro,Non-gated apartment,1 dog,Adopted from shelter|Indian Pariah,3-5 years,2135.0,1000-2500,Accessories,Occasionally,Hard to find reliable vet|No local dog owner community|Difficulty adopting/fostering,Social media,Not applicable,Dissatisfied,Lost-and-found alerts|Online marketplace|Adoption/fostering network,Rarely,Local pet store,Unsure,Monthly sub,No,Somewhat Important,Active,Extremely Important,Spreadsheet/notes app,Once a year or less,Maybe
R0074,45-59,Tier-3,Non-gated apartment,1 dog,Adopted from shelter|Indian Pariah,3-5 years,3290.0,2500-5000,Vet & medicines,Never,Travel challenges with dog|No local dog owner community|Difficulty adopting/fostering,No reliable way,"Yes, very difficult",,Community/playdates,Often,Instagram/social,Yes when using app,Freemium,No,Not at all,Not yet but would,Very Important,Physical diary,Once a year or less,No
R0075,35-44,Tier-3,Non-gated apartment,1 dog,Rescued stray,<1 year,2005.0,1000-2500,Vet & medicines,Occasionally,Hard to find boarding/walker|Hard to find reliable vet|Travel challenges with dog,Google Maps,No,Dissatisfied,Community/playdates,Never,Heads Up For Tails/Supertails,,Free with ads,Maybe someday,Very Important,Not yet but would,Very Important,Physical diary,Once a year or less,Yes
R0076,35-44,tier-3,Non-gated apartment,None,Purebred,<1 year,70.0,<1000,nan,Rarely,Losing track of vaccinations,Social media,"Yes, managed eventually",Dissatisfied,Lost-and-found alerts|Community/playdates,Often,Local pet store,No,One-time purchase,Yes actively,Somewhat Important,Active,Extremely Important,Spreadsheet/notes app,Never,No
R0077,35-44,Metro,Gated apartment,1 dog,Mixed breed,5+ years,6567.0,5000-10000,Vet & medicines,Very frequently,Lack of grooming services,Google Maps,No,Very Dissatisfied,Health/vaccination tracker,Sometimes,Heads Up For Tails/Supertails,Yes when using app,Free with ads,Yes actively,Somewhat Important,Not interested,Somewhat Important,Spreadsheet/notes app,,Yes
R0078,18-24,Tier-2,Gated apartment,1 dog,Indian Pariah|Mixed breed,3-5 years,1485.0,1000-2500,Grooming,Occasionally,Hard to find reliable vet|Cannot find dog trainer,Google Maps,No,Neutral,Lost-and-found alerts|Online marketplace,Rarely,Don't buy online,Unsure,Free with ads,Maybe someday,Neutral,Not interested,Very Important,Spreadsheet/notes app,Once a year or less,No
R0079,25-34,Rural,Non-gated apartment,1 dog,Mixed breed|Rescued stray,3-5 years,3662.0,2500-5000,Boarding/walking,Occasionally,Hard to find reliable vet|No local dog owner community|Travel challenges with dog,Word of mouth,"Yes, very difficult",Satisfied,Dog trainer directory,Never,Heads Up For Tails/Supertails,Unsure,Free with ads,Maybe someday,Not Important,Not yet but would,Extremely Important,Dedicated pet app,2-3 times a year,Maybe
R0080,18-24,tier-3,Gated apartment,1 dog,Adopted from shelter,5+ years,1481.0,1000-2500,Food & treats,Rarely,Hard to find reliable vet,Google Maps,No,Satisfied,Adoption/fostering network|Dog-friendly travel guide,Often,Amazon/Flipkart,Yes always,Would not pay,Yes actively,Neutral,Passive,Extremely Important,Don't track,Once a year or less,No
R0081,45-59,metro,Non-gated apartment,1 dog,Adopted from shelter,1-3 years,2850.0,2500-5000,Vet & medicines,Rarely,Genuine food/accessories hard to find|Losing track of vaccinations,Google Maps,No,Very Dissatisfied,Adoption/fostering network|Pet-friendly places,Often,Local pet store,Yes always,Free with ads,No,Very Important,Not yet but would,Very Important,Don't track,Once a year or less,Maybe
R0082,35-44,Metro,Gated apartment,3+ dogs,Indian Pariah,1-3 years,10407.0,>10000,Food & treats,Occasionally,Hard to find reliable vet,Google Maps,"Yes, managed eventually",Dissatisfied,Dog-friendly travel guide|Community/playdates|Lost-and-found alerts,Sometimes,Amazon/Flipkart,Unsure,Free with ads,Maybe someday,Not Important,Passive,Somewhat Important,Physical diary,2-3 times a year,Maybe
R0083,25-34,Tier-2,Non-gated apartment,1 dog,Mixed breed|Adopted from shelter,5+ years,2573.0,2500-5000,Food & treats,Rarely,Hard to find boarding/walker,Word of mouth,"Yes, very difficult",Very Dissatisfied,Health/vaccination tracker|Nearby vet directory|Grooming listings,Often,Brand website,Unsure,Free with ads,Maybe someday,Somewhat Important,Not yet but would,Very Important,Dedicated pet app,Once a year or less,Yes
R0084,18-24,Tier-3,Non-gated apartment,1 dog,Purebred,1-3 years,3500.0,2500-5000,Grooming,Frequently,Hard to find reliable vet|Losing track of vaccinations|Cannot find dog trainer|Difficulty adopti,,"Yes, managed eventually",Dissatisfied,Pet-friendly places|Health/vaccination tracker,Often,Instagram/social,Yes when using app,Free with ads,Maybe someday,Very Important,Not interested,Extremely Important,Rely on memory,Once a year or less,Yes
R0085,25-34,Tier-2,Gated apartment,1 dog,Rescued stray,3-5 years,,nan,Training,Occasionally,Hard to find reliable vet,Social media,No,Neutral,Grooming listings|Dog-friendly travel guide,Rarely,Amazon/Flipkart,Unsure,Freemium,Yes considering,Somewhat Important,Active,Extremely Important,Physical diary,Once a year or less,Yes
R0086,25-34,Tier-2,Independent house,1 dog,Adopted from shelter|Purebred,3-5 years,3601.0,  2500-5000  ,Food & treats,Rarely,Difficulty adopting/fostering|Genuine food/accessories hard to find,Google Maps,No,Neutral,Grooming listings|Nearby vet directory,Often,Amazon/Flipkart,Unsure,Would not pay,No,Not Important,Passive,Extremely Important,Don't track,Once a year or less,Yes
R0087,35-44,Metro,Independent house,2 dogs,Rescued stray|Purebred,3-5 years,6091.0,5000-10000,Boarding/walking,Rarely,Cannot find dog trainer|Lack of grooming services|Hard to find reliable vet,Word of mouth,Not applicable,Very Dissatisfied,Community/playdates,Often,Amazon/Flipkart,Yes when using app,Freemium,Yes actively,Very Important,Passive,Somewhat Important,Don't track,Never,Yes
R0088,35-44,Tier-2,Non-gated apartment,1 dog,Rescued stray,1-3 years,3003.0,2500-5000,Food & treats,Frequently,Hard to find boarding/walker|Genuine food/accessories hard to find|Losing track of vaccinations,Google Maps,"Yes, managed eventually",Satisfied,Nearby vet directory,Sometimes,Amazon/Flipkart,Yes when using app,Free with ads,Maybe someday,Neutral,Passive,,Spreadsheet/notes app,Once a year or less,Yes
R0089,45-59,Tier-3,Rented,2 dogs,Indian Pariah|Adopted from shelter,3-5 years,5154.0,5000-10000,Vet & medicines,never,No pet-friendly spaces|Genuine food/accessories hard to find,No reliable way,"Yes, managed eventually",Very Dissatisfied,Community/playdates,Rarely,Amazon/Flipkart,Yes when using app,Annual sub,Yes considering,Somewhat Important,,Extremely Important,Rely on memory,Never,Yes
R0090,25-34,Metro,Independent house,None,nan,Planning to adopt,2090.0,1000-2500,nan,Occasionally,Travel challenges with dog|Hard to find reliable vet|Difficulty adopting/fostering,Social media,No,Neutral,Grooming listings|Health/vaccination tracker|Event calendar,Often,Local pet store,Yes always,Freemium,Yes considering,Neutral,Not yet but would,Extremely Important,Don't track,Never,Yes
R0091,18-24,Tier-3,Non-gated apartment,1 dog,Purebred,3-5 years,4164.0,2500-5000,Vet & medicines,Occasionally,Hard to find reliable vet|Difficulty adopting/fostering,,No,Very Satisfied,Dog-friendly travel guide|Grooming listings,Rarely,Amazon/Flipkart,Yes when using app,Free with ads,Maybe someday,Somewhat Important,Passive,Extremely Important,Physical diary,2-3 times a year,Yes
R0092,35-44,Rural,Gated apartment,2 dogs,Purebred|Rescued stray,5+ years,4631.0,2500-5000,Vet & medicines,Rarely,Genuine food/accessories hard to find,Google Maps,No,Satisfied,Dog trainer directory|Online marketplace,Sometimes,Amazon/Flipkart,Yes when using app,Annual sub,Yes considering,Not at all,Not interested,Somewhat Important,Spreadsheet/notes app,Once a year or less,No
R0093,35-44,Metro,Gated apartment,1 dog,Mixed breed|Rescued stray,,4442.0,2500-5000,Vet & medicines,Frequently,Lack of grooming services,No reliable way,"Yes, managed eventually",Very Dissatisfied,Health/vaccination tracker,Never,Amazon/Flipkart,Yes when using app,Free with ads,No,Very Important,Active,Somewhat Important,Spreadsheet/notes app,Once a year or less,Yes
R0094,35-44,Tier-2,Rented,1 dog,Indian Pariah|Mixed breed,1-3 years,3916.0,2500-5000,Vet & medicines,Frequently,No pet-friendly spaces|No local dog owner community,Google Maps,"Yes, very difficult",Satisfied,Grooming listings|Nearby vet directory,Sometimes,Amazon/Flipkart,Yes always,Free with ads,No,Very Important,Passive,Very Important,Don't track,Once a year or less,Yes
R0095,35-44,Metro,Gated apartment,1 dog,Rescued stray|Purebred,5+ years,2692.0,2500-5000,Vet & medicines,Very frequently,Lack of grooming services,Word of mouth,No,Neutral,Health/vaccination tracker,Sometimes,Heads Up For Tails/Supertails,Unsure,,No,,,Not Important,Don't track,Once a year or less,Yes
R0096,25-34,Tier-3,Gated apartment,2 dogs,Purebred,1-3 years,4959.0,2500-5000,Vet & medicines,Occasionally,Travel challenges with dog|No pet-friendly spaces,Social media,"Yes, very difficult",Neutral,Online marketplace|Grooming listings|Dog-friendly travel guide,Rarely,Instagram/social,No,Free with ads,No,Neutral,Not yet but would,Extremely Important,Physical diary,Once a year or less,Yes
R0097,25-34,Tier-2,Independent house,None,Indian Pariah,Planning to adopt,62.0,<1000,nan,Occasionally,Hard to find reliable vet,Google Maps,"Yes, managed eventually",Very Satisfied,Adoption/fostering network|Dog trainer directory|Pet-friendly places,Sometimes,Amazon/Flipkart,Yes always,Free with ads,No,Very Important,Not interested,Very Important,Rely on memory,Never,Yes
R0098,25-34,Tier-2,,2 dogs,Rescued stray,3-5 years,5722.0,5000-10000,Training,rarely,Hard to find reliable vet|Lack of grooming services|Hard to find boarding/walker,Google Maps,"Yes, very difficult",Dissatisfied,Health/vaccination tracker|Lost-and-found alerts|Dog-friendly travel guide,,Local pet store,Yes when using app,Freemium,Maybe someday,Somewhat Important,Not interested,,Physical diary,Never,Yes
R0099,Under 18,Tier-3,Gated apartment,1 dog,Purebred,3-5 years,5290.0,5000-10000,Grooming,Occasionally,Lack of grooming services|No pet-friendly spaces|Hard to find reliable vet,Google Maps,No,Very Dissatisfied,Pet-friendly places|Dog trainer directory|Health/vaccination tracker,Rarely,Instagram/social,Unsure,Freemium,No,Somewhat Important,Passive,Somewhat Important,Rely on memory,Never,Yes
R0100,18-24,Metro,Independent house,2 dogs,Adopted from shelter,5+ years,,nan,Food & treats,Never,Difficulty adopting/fostering|No local dog owner community|Lack of grooming services,Social media,"Yes, managed eventually",Very Dissatisfied,Boarding/walking listings|Nearby vet directory|Dog trainer directory,Sometimes,Brand website,Yes when using app,Would not pay,Yes actively,Somewhat Important,Not yet but would,Very Important,Don't track,Once a year or less,Maybe
R0101,18-24,Tier-3,Non-gated apartment,1 dog,Mixed breed|Purebred,3-5 years,3278.0,2500-5000,Food & treats,Frequently,Hard to find reliable vet|Losing track of vaccinations,Word of mouth,"Yes, very difficult",Satisfied,Pet-friendly places|Dog-friendly travel guide|Online marketplace,Often,Amazon/Flipkart,Yes when using app,Monthly sub,Yes considering,Neutral,,Extremely Important,Physical diary,Once a year or less,Maybe
R0102,35-44,Tier-2,Gated apartment,2 dogs,Rescued stray,1-3 years,6068.0,5000-10000,Accessories,Rarely,No local dog owner community|Travel challenges with dog|Hard to find reliable vet|Difficulty ado,Google Maps,"Yes, very difficult",Very Dissatisfied,Grooming listings|Health/vaccination tracker|Pet-friendly places,Sometimes,Amazon/Flipkart,Yes always,Free with ads,Yes considering,,Passive,Somewhat Important,Spreadsheet/notes app,,Maybe
R0103,25-34,Metro,Gated apartment,1 dog,Indian Pariah|Mixed breed,5+ years,6114.0,5000-10000,,Occasionally,Hard to find reliable vet,Social media,"Yes, very difficult",Dissatisfied,Pet-friendly places|Dog trainer directory|Dog-friendly travel guide,Sometimes,Amazon/Flipkart,Yes when using app,Free with ads,Yes actively,Not Important,Passive,Very Important,Spreadsheet/notes app,More than 3 times,Yes
R0104,25-34,Tier-2,Independent house,3+ dogs,Mixed breed|Purebred,1-3 years,8313.0,5000-10000,Grooming,Rarely,Hard to find reliable vet|Hard to find boarding/walker,Social media,No,Neutral,Adoption/fostering network,Often,Heads Up For Tails/Supertails,Unsure,Monthly sub,Yes actively,Not Important,,Extremely Important,Don't track,Once a year or less,Yes
R0105,45-59,Tier-3,,1 dog,Rescued stray|Purebred,1-3 years,3262.0,2500-5000,Food & treats,Occasionally,Hard to find reliable vet,Word of mouth,No,Dissatisfied,Online marketplace|Nearby vet directory,Often,Heads Up For Tails/Supertails,Yes when using app,Annual sub,Yes considering,Somewhat Important,,Very Important,Spreadsheet/notes app,Never,Maybe
R0106,25-34,Metro,Non-gated apartment,1 dog,Purebred|Rescued stray,<1 year,5298.0,5000-10000,Vet & medicines,Occasionally,Lack of grooming services,Google Maps,Not applicable,Neutral,Dog trainer directory,Never,Heads Up For Tails/Supertails,No,Freemium,Maybe someday,Not Important,Active,Extremely Important,Spreadsheet/notes app,Once a year or less,Yes
R0107,25-34,Tier-3,Other,1 dog,Rescued stray|Indian Pariah,1-3 years,1862.0,1000-2500,Food & treats,Occasionally,Lack of grooming services,Word of mouth,"Yes, managed eventually",Very Dissatisfied,Adoption/fostering network|Pet-friendly places|Health/vaccination tracker,Often,Heads Up For Tails/Supertails,Yes always,One-time purchase,Maybe someday,Neutral,Passive,Very Important,Rely on memory,Never,Yes
R0108,35-44,Tier-3,Independent house,None,nan,Planning to adopt,46.0,<1000,Online marketplace,Very frequently,Hard to find reliable vet,Google Maps,"Yes, very difficult",Dissatisfied,Dog trainer directory,Often,Local pet store,Yes when using app,Would not pay,Maybe someday,Somewhat Important,Not interested,,Physical diary,Never,No
R0109,25-34,Metro,Rented,1 dog,Purebred,3-5 years,6322.0,5000-10000,Training,Frequently,Lack of grooming services|No pet-friendly spaces|Travel challenges with dog|Genuine food/accesso,Word of mouth,"Yes, managed eventually",Satisfied,Nearby vet directory|Pet-friendly places,Rarely,Local pet store,Yes when using app,Monthly sub,No,Somewhat Important,Not interested,Very Important,Rely on memory,Once a year or less,Maybe
R0110,18-24,Rural,Non-gated apartment,3+ dogs,Adopted from shelter|Indian Pariah,1-3 years,4646.0,2500-5000,Training,Rarely,Lack of grooming services|Losing track of vaccinations,Word of mouth,"Yes, very difficult",Dissatisfied,Nearby vet directory|Dog trainer directory|Lost-and-found alerts,Rarely,Heads Up For Tails/Supertails,Unsure,Freemium,No,Somewhat Important,Not yet but would,Very Important,Dedicated pet app,More than 3 times,Maybe
R0111,25-34,Metro,Non-gated apartment,3+ dogs,Rescued stray,<1 year,9471.0,5000-10000,Food & treats,Occasionally,Hard to find reliable vet|Hard to find boarding/walker,Google Maps,No,Dissatisfied,Adoption/fostering network,Often,Amazon/Flipkart,Unsure,Annual sub,Maybe someday,Not at all,Active,Very Important,Rely on memory,Never,Yes
R0112,18-24,Metro,Gated apartment,1 dog,Indian Pariah|Purebred,5+ years,,nan,Accessories,Occasionally,No pet-friendly spaces,No reliable way,Not applicable,Dissatisfied,Nearby vet directory|Lost-and-found alerts,Sometimes,Amazon/Flipkart,Yes when using app,Annual sub,Yes actively,Very Important,Passive,Extremely Important,Rely on memory,Once a year or less,Yes
R0113,60+,Metro,Independent house,3+ dogs,Purebred,5+ years,9948.0,5000-10000,Vet & medicines,Frequently,Lack of grooming services,No reliable way,"Yes, managed eventually",Neutral,Pet-friendly places|Boarding/walking listings,Rarely,Amazon/Flipkart,Yes always,Free with ads,Maybe someday,Not at all,Not yet but would,Very Important,,Once a year or less,Maybe
R0114,45-59,Tier-3,Independent house,1 dog,Purebred,5+ years,3105.0,2500-5000,Grooming,Frequently,Genuine food/accessories hard to find,Google Maps,"Yes, managed eventually",Dissatisfied,Health/vaccination tracker|Pet-friendly places,Sometimes,Amazon/Flipkart,Yes when using app,Freemium,Maybe someday,,Active,Very Important,Don't track,More than 3 times,Yes
R0115,35-44,Tier-2,Non-gated apartment,1 dog,Indian Pariah|Adopted from shelter,5+ years,2895.0,2500-5000,Food & treats,Rarely,Hard to find reliable vet|Difficulty adopting/fostering|No pet-friendly spaces,Google Maps,"Yes, managed eventually",Dissatisfied,Online marketplace,Sometimes,Amazon/Flipkart,Yes when using app,Freemium,Yes actively,Somewhat Important,Active,Very Important,Spreadsheet/notes app,2-3 times a year,
R0116,45-59,Metro,Gated apartment,2 dogs,Purebred|Indian Pariah,5+ years,,nan,,Frequently,Travel challenges with dog|Lack of grooming services,Word of mouth,Not applicable,Dissatisfied,Lost-and-found alerts|Nearby vet directory,Rarely,Don't buy online,No,Would not pay,Yes considering,Somewhat Important,Active,Extremely Important,Rely on memory,Once a year or less,Maybe
